Time;Event;EnemyName;Energy;Distance;Bearing;Heading
177;ScannedRobot;sample.Fire;87,08;448,45;5,54
185;ScannedRobot;sample.Fire;90,08;460,24;8,15
200;ScannedRobot;sample.Fire;92,08;470,14;7,98
201;ScannedRobot;sample.Fire;91,08;470,14;7,98
208;ScannedRobot;sample.Fire;91,08;470,14;7,98
209;ScannedRobot;sample.Fire;91,08;470,14;7,98
218;ScannedRobot;sample.Fire;93,08;479,05;7,83
224;ScannedRobot;sample.Fire;93,08;480,04;7,81
225;ScannedRobot;sample.Fire;93,08;480,04;7,81
233;ScannedRobot;sample.Fire;92,68;489,32;5,91
240;ScannedRobot;sample.Fire;92,68;492,93;1,83
248;ScannedRobot;sample.Fire;95,68;502,92;1,80
249;ScannedRobot;sample.Fire;95,68;502,92;1,80
256;ScannedRobot;sample.Fire;95,68;502,92;1,80
257;ScannedRobot;sample.Fire;95,68;502,92;1,80
264;ScannedRobot;sample.Fire;95,68;502,92;1,80
265;ScannedRobot;sample.Fire;95,68;502,92;1,80
272;ScannedRobot;sample.Fire;95,68;502,92;1,80
273;ScannedRobot;sample.Fire;95,68;502,92;1,80
280;ScannedRobot;sample.Fire;92,49;502,95;2,48
281;ScannedRobot;sample.Fire;92,49;503,02;2,94
289;ScannedRobot;sample.Fire;92,49;505,37;7,48
296;ScannedRobot;sample.Fire;92,49;505,37;7,48
297;ScannedRobot;sample.Fire;92,49;505,37;7,48
304;ScannedRobot;sample.Fire;92,49;505,37;7,48
305;ScannedRobot;sample.Fire;92,49;505,37;7,48
312;ScannedRobot;sample.Fire;92,49;505,37;7,48
313;ScannedRobot;sample.Fire;92,49;505,37;7,48
320;ScannedRobot;sample.Fire;92,49;505,37;7,48
321;ScannedRobot;sample.Fire;92,49;505,37;7,48
328;ScannedRobot;sample.Fire;89,33;505,41;6,79
329;ScannedRobot;sample.Fire;89,33;505,47;6,34
336;ScannedRobot;sample.Fire;89,33;507,79;1,88
344;ScannedRobot;sample.Fire;88,33;507,84;1,82
345;ScannedRobot;sample.Fire;88,33;507,84;1,82
352;ScannedRobot;sample.Fire;88,33;507,84;1,82
353;ScannedRobot;sample.Fire;87,33;507,84;1,82
360;ScannedRobot;sample.Fire;87,33;507,84;1,82
361;ScannedRobot;sample.Fire;87,33;507,84;1,82
376;ScannedRobot;sample.Fire;86,18;517,86;2,45
377;ScannedRobot;sample.Fire;86,18;517,91;2,90
393;ScannedRobot;sample.Fire;88,18;530,08;7,17
401;ScannedRobot;sample.Fire;91,18;539,01;7,05
402;ScannedRobot;sample.Fire;91,18;540,00;7,04
408;ScannedRobot;sample.Fire;90,18;540,00;7,04
409;ScannedRobot;sample.Fire;90,18;540,00;7,04
416;ScannedRobot;sample.Fire;90,18;540,00;7,04
417;ScannedRobot;sample.Fire;89,18;540,00;7,04
424;ScannedRobot;sample.Fire;92,18;549,93;6,91
425;ScannedRobot;sample.Fire;92,18;549,93;6,91
432;ScannedRobot;sample.Fire;91,18;549,93;6,91
433;ScannedRobot;sample.Fire;91,18;549,93;6,91
440;ScannedRobot;sample.Fire;91,21;559,86;6,68
441;ScannedRobot;sample.Fire;91,21;559,88;6,48
456;ScannedRobot;sample.Fire;94,21;572,30;1,65
472;ScannedRobot;sample.Fire;97,21;582,30;1,63
473;ScannedRobot;sample.Fire;97,21;582,30;1,63
480;ScannedRobot;sample.Fire;97,21;582,30;1,63
481;ScannedRobot;sample.Fire;97,21;582,30;1,63
488;ScannedRobot;sample.Fire;97,21;582,30;1,63
489;ScannedRobot;sample.Fire;97,21;582,30;1,63
496;ScannedRobot;sample.Fire;97,21;582,30;1,63
497;ScannedRobot;sample.Fire;97,21;582,30;1,63
504;ScannedRobot;sample.Fire;94,47;582,30;1,63
505;ScannedRobot;sample.Fire;94,47;582,30;1,63
513;ScannedRobot;sample.Fire;94,47;583,39;5,16
520;ScannedRobot;sample.Fire;94,47;584,42;6,53
521;ScannedRobot;sample.Fire;94,47;584,42;6,53
528;ScannedRobot;sample.Fire;94,47;584,42;6,53
529;ScannedRobot;sample.Fire;94,47;584,42;6,53
536;ScannedRobot;sample.Fire;94,47;584,42;6,53
537;ScannedRobot;sample.Fire;94,47;584,42;6,53
544;ScannedRobot;sample.Fire;93,47;584,42;6,53
545;ScannedRobot;sample.Fire;93,47;584,42;6,53
552;ScannedRobot;sample.Fire;90,73;584,42;6,53
553;ScannedRobot;sample.Fire;90,73;584,42;6,53
560;ScannedRobot;sample.Fire;90,73;584,42;3,79
568;ScannedRobot;sample.Fire;90,73;585,36;1,64
577;ScannedRobot;sample.Fire;93,73;594,35;1,61
578;ScannedRobot;sample.Fire;93,73;595,35;1,61
584;ScannedRobot;sample.Fire;93,73;595,35;1,61
585;ScannedRobot;sample.Fire;93,73;595,35;1,61
592;ScannedRobot;sample.Fire;93,73;595,35;1,61
593;ScannedRobot;sample.Fire;93,73;595,35;1,61
600;ScannedRobot;sample.Fire;93,73;595,35;1,61
601;ScannedRobot;sample.Fire;93,73;595,35;1,61
608;ScannedRobot;sample.Fire;93,73;595,35;1,61
609;ScannedRobot;sample.Fire;93,73;595,35;1,61
616;ScannedRobot;sample.Fire;93,73;595,35;1,61
617;ScannedRobot;sample.Fire;91,04;595,35;1,61
625;ScannedRobot;sample.Fire;91,04;596,01;4,30
633;ScannedRobot;sample.Fire;91,04;597,45;6,41
640;ScannedRobot;sample.Fire;91,04;597,45;6,41
641;ScannedRobot;sample.Fire;91,04;597,45;6,41
648;ScannedRobot;sample.Fire;91,04;597,45;6,41
649;ScannedRobot;sample.Fire;91,04;597,45;6,41
656;ScannedRobot;sample.Fire;90,04;597,45;6,41
657;ScannedRobot;sample.Fire;90,04;597,45;6,41
664;ScannedRobot;sample.Fire;90,04;597,45;6,41
665;ScannedRobot;sample.Fire;90,04;597,45;6,41
672;ScannedRobot;sample.Fire;89,04;597,45;6,41
673;ScannedRobot;sample.Fire;89,04;597,45;6,41
680;ScannedRobot;sample.Fire;89,04;597,45;6,41
681;ScannedRobot;sample.Fire;85,36;597,45;6,41
696;ScannedRobot;sample.Fire;88,36;609,53;1,60
706;ScannedRobot;sample.Fire;91,36;618,53;1,57
712;ScannedRobot;sample.Fire;91,36;619,53;1,57
713;ScannedRobot;sample.Fire;91,36;619,53;1,57
720;ScannedRobot;sample.Fire;91,36;619,53;1,57
721;ScannedRobot;sample.Fire;91,36;619,53;1,57
728;ScannedRobot;sample.Fire;91,36;619,53;1,57
729;ScannedRobot;sample.Fire;91,36;619,53;1,57
736;ScannedRobot;sample.Fire;91,36;619,53;1,57
737;ScannedRobot;sample.Fire;91,36;619,53;1,57
744;ScannedRobot;sample.Fire;91,36;619,53;1,57
745;ScannedRobot;sample.Fire;91,36;619,53;1,57
752;ScannedRobot;sample.Fire;91,36;619,53;1,57
753;ScannedRobot;sample.Fire;91,36;619,53;1,57
760;ScannedRobot;sample.Fire;91,36;619,53;1,57
761;ScannedRobot;sample.Fire;91,36;619,53;1,57
768;ScannedRobot;sample.Fire;88,78;619,71;2,96
769;ScannedRobot;sample.Fire;88,78;619,89;3,51
777;ScannedRobot;sample.Fire;88,78;621,55;6,19
784;ScannedRobot;sample.Fire;87,78;621,55;6,19
785;ScannedRobot;sample.Fire;87,78;621,55;6,19
792;ScannedRobot;sample.Fire;87,78;621,55;6,19
793;ScannedRobot;sample.Fire;87,78;621,55;6,19
800;ScannedRobot;sample.Fire;86,78;621,55;6,19
801;ScannedRobot;sample.Fire;86,78;621,55;6,19
808;ScannedRobot;sample.Fire;86,78;621,55;6,19
809;ScannedRobot;sample.Fire;86,78;621,55;6,19
816;ScannedRobot;sample.Fire;85,78;621,55;6,19
817;ScannedRobot;sample.Fire;85,78;621,55;6,19
861;ScannedRobot;sample.Fire;94,21;627,68;-88,42
896;ScannedRobot;sample.Fire;94,21;627,68;-178,42
897;ScannedRobot;sample.Fire;94,21;627,68;-178,42
904;ScannedRobot;sample.Fire;94,21;627,68;-178,42
905;ScannedRobot;sample.Fire;94,21;627,68;-178,42
912;ScannedRobot;sample.Fire;93,21;627,68;-178,42
913;ScannedRobot;sample.Fire;93,21;627,68;-178,42
920;ScannedRobot;sample.Fire;93,21;627,68;-178,42
921;ScannedRobot;sample.Fire;93,21;627,68;-178,42
928;ScannedRobot;sample.Fire;92,21;627,68;-178,42
929;ScannedRobot;sample.Fire;92,21;627,68;-178,42
936;ScannedRobot;sample.Fire;92,21;627,68;-178,42
937;ScannedRobot;sample.Fire;92,21;627,68;-178,42
944;ScannedRobot;sample.Fire;91,21;627,68;-178,42
945;ScannedRobot;sample.Fire;91,21;627,68;-178,42
952;ScannedRobot;sample.Fire;91,66;617,87;-177,01
953;ScannedRobot;sample.Fire;91,66;618,05;-176,45
969;ScannedRobot;sample.Fire;93,66;609,79;-173,67
