Time;Event;Name;MyEnergie;MyGunHeat;MyGunHeading;MyHeading;MyRadarHeading;MyVelocity;EnemyName;Energy;Distance;Bearing;Heading;Velocity
8;ScannedRobot;MyRobot.Nabucodonosor*;100.00;2.20;275.01;275.01;275.01;8.00;sample.Crazy;100.00;363.01;-20.58;92.46;8.00
9;ScannedRobot;MyRobot.Nabucodonosor*;100.00;2.10;259.01;279.01;254.43;8.00;sample.Crazy;100.00;348.37;-25.62;96.46;8.00
10;ScannedRobot;MyRobot.Nabucodonosor*;100.00;2.00;253.39;283.01;253.39;8.00;sample.Crazy;100.00;334.38;-30.92;100.46;8.00
11;ScannedRobot;MyRobot.Nabucodonosor*;100.00;1.90;252.09;287.01;252.09;8.00;sample.Crazy;100.00;321.19;-36.51;104.46;8.00
12;ScannedRobot;MyRobot.Nabucodonosor*;100.00;1.80;250.51;291.01;250.51;8.00;sample.Crazy;100.00;308.96;-42.38;108.46;8.00
13;ScannedRobot;MyRobot.Nabucodonosor*;100.00;1.70;248.63;295.01;248.63;8.00;sample.Crazy;100.00;297.89;-48.56;112.46;8.00
14;ScannedRobot;MyRobot.Nabucodonosor*;100.00;1.60;246.45;299.01;246.45;8.00;sample.Crazy;100.00;288.16;-55.05;116.46;8.00
15;ScannedRobot;MyRobot.Nabucodonosor*;100.00;1.50;243.97;303.01;243.97;8.00;sample.Crazy;100.00;279.95;-61.82;120.46;8.00
16;ScannedRobot;MyRobot.Nabucodonosor*;100.00;1.40;241.20;307.01;241.20;8.00;sample.Crazy;100.00;273.33;-68.83;123.46;8.00
17;ScannedRobot;MyRobot.Nabucodonosor*;100.00;1.30;238.18;311.01;238.18;8.00;sample.Crazy;100.00;267.53;-75.97;119.46;8.00
18;ScannedRobot;MyRobot.Nabucodonosor*;100.00;1.20;235.04;315.01;235.04;8.00;sample.Crazy;100.00;262.60;-83.21;115.46;8.00
19;ScannedRobot;MyRobot.Nabucodonosor*;100.00;1.10;231.80;311.80;231.80;8.00;sample.Crazy;100.00;257.60;-83.29;111.46;8.00
20;ScannedRobot;MyRobot.Nabucodonosor*;100.00;1.00;228.51;308.51;228.51;8.00;sample.Crazy;100.00;252.51;-83.34;107.46;8.00
21;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.90;225.17;305.17;225.17;8.00;sample.Crazy;100.00;247.36;-83.40;103.46;8.00
22;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.80;221.76;301.76;221.76;8.00;sample.Crazy;100.00;242.14;-83.47;99.46;8.00
23;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.70;218.30;298.30;218.30;8.00;sample.Crazy;100.00;236.86;-83.53;95.46;8.00
24;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.60;214.76;294.76;214.76;8.00;sample.Crazy;100.00;231.54;-83.61;91.46;8.00
25;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.50;211.16;291.16;211.16;8.00;sample.Crazy;100.00;226.18;-83.68;87.46;8.00
26;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.40;207.47;287.47;207.47;8.00;sample.Crazy;100.00;220.79;-83.77;83.46;8.00
27;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.30;203.70;283.70;203.70;8.00;sample.Crazy;100.00;215.39;-83.86;79.46;8.00
28;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.20;199.85;279.85;199.85;8.00;sample.Crazy;100.00;209.98;-83.95;75.46;8.00
29;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.10;195.89;275.89;195.89;8.00;sample.Crazy;100.00;204.58;-84.06;71.46;8.00
30;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.00;191.83;271.89;191.83;8.00;sample.Crazy;100.00;199.21;-84.23;67.46;8.00
31;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.00;187.66;267.89;187.66;8.00;sample.Crazy;100.00;193.90;-84.52;63.46;8.00
32;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.00;183.38;263.89;183.38;8.00;sample.Crazy;100.00;188.68;-84.93;59.46;8.00
33;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.00;178.96;259.89;178.96;8.00;sample.Crazy;100.00;183.58;-85.48;55.46;8.00
34;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.00;174.41;255.89;174.41;8.00;sample.Crazy;100.00;178.65;-86.18;51.46;8.00
35;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.00;169.71;251.89;169.71;8.00;sample.Crazy;100.00;173.91;-87.03;47.46;8.00
36;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.00;164.87;247.89;164.87;8.00;sample.Crazy;100.00;169.42;-88.03;43.46;8.00
37;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.00;159.86;243.89;159.86;8.00;sample.Crazy;100.00;165.21;-89.19;39.46;8.00
38;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.00;154.70;239.89;154.70;8.00;sample.Crazy;100.00;161.32;-90.51;35.46;8.00
39;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.00;149.39;235.89;149.39;8.00;sample.Crazy;100.00;157.81;-91.98;31.46;8.00
40;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.00;143.91;231.89;143.91;8.00;sample.Crazy;100.00;154.71;-93.60;27.46;8.00
41;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.00;138.29;227.89;138.29;8.00;sample.Crazy;100.00;152.06;-95.36;23.46;8.00
42;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.00;132.53;223.89;132.53;8.00;sample.Crazy;100.00;149.90;-97.24;19.46;8.00
43;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.00;126.65;219.89;126.65;8.00;sample.Crazy;100.00;148.27;-99.22;15.46;8.00
44;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.00;120.67;215.89;120.67;8.00;sample.Crazy;100.00;147.19;-101.28;11.46;8.00
45;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.00;114.62;211.89;114.62;8.00;sample.Crazy;100.00;146.67;-103.37;7.46;8.00
46;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.00;108.52;207.89;108.52;8.00;sample.Crazy;100.00;146.73;-105.48;3.46;8.00
47;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.00;102.41;203.89;102.41;8.00;sample.Crazy;100.00;147.36;-107.57;359.46;8.00
48;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.00;96.32;199.89;96.32;8.00;sample.Crazy;100.00;148.56;-109.62;355.46;8.00
49;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.00;90.28;195.89;90.28;8.00;sample.Crazy;100.00;150.30;-111.58;351.46;8.00
50;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.00;84.32;191.89;84.32;8.00;sample.Crazy;100.00;152.56;-113.43;347.46;8.00
51;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.00;78.46;187.89;78.46;8.00;sample.Crazy;100.00;155.30;-115.17;343.46;8.00
52;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.00;72.72;183.89;72.72;8.00;sample.Crazy;100.00;158.49;-116.76;339.46;8.00
53;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.00;67.13;179.89;67.13;8.00;sample.Crazy;100.00;162.08;-118.20;335.46;8.00
54;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.00;61.69;175.89;61.69;8.00;sample.Crazy;100.00;166.04;-119.49;331.46;8.00
55;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.00;56.40;171.89;56.40;8.00;sample.Crazy;100.00;170.31;-120.62;327.46;8.00
56;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.00;51.28;167.89;51.28;8.00;sample.Crazy;100.00;174.86;-121.59;323.46;8.00
57;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.00;46.31;163.89;46.31;8.00;sample.Crazy;100.00;179.64;-122.40;319.46;8.00
58;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.00;41.49;159.89;41.49;8.00;sample.Crazy;100.00;184.61;-123.07;315.46;8.00
59;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.00;36.83;155.89;36.83;8.00;sample.Crazy;100.00;189.73;-123.59;311.46;8.00
60;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.00;32.30;151.89;32.30;8.00;sample.Crazy;100.00;194.97;-123.98;307.46;8.00
61;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.00;27.91;147.89;27.91;8.00;sample.Crazy;100.00;200.30;-124.24;303.46;8.00
62;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.00;23.65;143.89;23.65;8.00;sample.Crazy;100.00;206.76;-124.32;307.46;8.00
63;ScannedRobot;MyRobot.Nabucodonosor*;100.00;0.00;19.58;139.89;19.58;8.00;sample.Crazy;100.00;214.26;-124.15;311.46;8.00
64;ScannedRobot;MyRobot.Nabucodonosor*;98.27;1.25;15.74;135.89;15.74;8.00;sample.Crazy;100.00;222.68;-123.72;315.46;8.00
65;ScannedRobot;MyRobot.Nabucodonosor*;98.27;1.15;12.17;131.89;12.17;8.00;sample.Crazy;100.00;231.87;-123.01;319.46;8.00
66;ScannedRobot;MyRobot.Nabucodonosor*;98.27;1.05;8.88;127.89;8.88;8.00;sample.Crazy;100.00;241.70;-122.02;323.46;8.00
67;ScannedRobot;MyRobot.Nabucodonosor*;98.27;0.95;5.87;123.89;5.87;8.00;sample.Crazy;100.00;252.02;-120.76;327.46;8.00
68;ScannedRobot;MyRobot.Nabucodonosor*;98.27;0.85;3.13;119.89;3.13;8.00;sample.Crazy;97.00;259.57;-118.85;331.46;0.00
69;ScannedRobot;MyRobot.Nabucodonosor*;98.27;0.75;1.04;115.89;1.04;8.00;sample.Crazy;97.00;262.08;-116.36;341.46;-1.00
70;ScannedRobot;MyRobot.Nabucodonosor*;98.27;0.65;359.53;111.89;359.53;8.00;sample.Crazy;97.00;263.24;-113.91;350.71;-2.00
71;ScannedRobot;MyRobot.Nabucodonosor*;98.27;0.55;357.98;107.89;357.98;8.00;sample.Crazy;97.00;263.08;-111.56;359.21;-3.00
72;ScannedRobot;MyRobot.Nabucodonosor*;98.27;0.45;356.33;103.89;356.33;8.00;sample.Crazy;97.00;261.69;-109.39;6.96;-4.00
73;ScannedRobot;MyRobot.Nabucodonosor*;98.27;0.35;354.50;99.89;354.50;8.00;sample.Crazy;97.00;259.27;-107.47;13.96;-5.00
74;ScannedRobot;MyRobot.Nabucodonosor*;98.27;0.25;352.43;95.89;352.43;8.00;sample.Crazy;97.00;256.05;-105.83;20.21;-6.00
75;ScannedRobot;MyRobot.Nabucodonosor*;98.27;0.15;350.06;91.89;350.06;8.00;sample.Crazy;97.00;252.28;-104.54;25.71;-7.00
76;ScannedRobot;MyRobot.Nabucodonosor*;98.27;0.05;347.35;87.89;347.35;8.00;sample.Crazy;97.00;248.26;-103.62;30.46;-8.00
77;ScannedRobot;MyRobot.Nabucodonosor*;98.27;0.00;344.27;83.89;344.27;8.00;sample.Crazy;97.00;244.88;-102.90;34.46;-8.00
78;ScannedRobot;MyRobot.Nabucodonosor*;96.40;1.28;340.99;79.89;340.99;8.00;sample.Crazy;97.00;242.26;-102.37;38.46;-8.00
79;ScannedRobot;MyRobot.Nabucodonosor*;96.40;1.18;337.52;75.89;337.52;8.00;sample.Crazy;97.00;240.51;-101.98;42.46;-8.00
80;ScannedRobot;MyRobot.Nabucodonosor*;96.40;1.08;333.91;71.89;333.91;8.00;sample.Crazy;97.00;239.73;-101.70;46.46;-8.00
81;ScannedRobot;MyRobot.Nabucodonosor*;96.40;0.98;330.19;67.89;330.19;8.00;sample.Crazy;97.00;239.97;-101.48;50.46;-8.00
82;ScannedRobot;MyRobot.Nabucodonosor*;96.40;0.88;326.41;63.89;326.41;8.00;sample.Crazy;97.00;241.27;-101.27;54.46;-8.00
83;ScannedRobot;MyRobot.Nabucodonosor*;96.40;0.78;322.63;59.89;322.63;8.00;sample.Crazy;97.00;243.61;-101.01;58.46;-8.00
84;ScannedRobot;MyRobot.Nabucodonosor*;96.40;0.68;318.88;55.89;318.88;8.00;sample.Crazy;97.00;246.97;-100.66;62.46;-8.00
85;ScannedRobot;MyRobot.Nabucodonosor*;96.40;0.58;315.24;51.89;315.24;8.00;sample.Crazy;97.00;251.26;-100.17;66.46;-8.00
86;ScannedRobot;MyRobot.Nabucodonosor*;96.40;0.48;311.72;47.89;311.72;8.00;sample.Crazy;97.00;256.41;-99.52;70.46;-8.00
87;ScannedRobot;MyRobot.Nabucodonosor*;96.40;0.38;308.37;43.89;308.37;8.00;sample.Crazy;97.00;262.29;-98.67;74.46;-8.00
88;ScannedRobot;MyRobot.Nabucodonosor*;96.40;0.28;305.22;39.89;305.22;8.00;sample.Crazy;97.00;268.77;-97.61;78.46;-8.00
89;ScannedRobot;MyRobot.Nabucodonosor*;96.40;0.18;302.28;35.89;302.28;8.00;sample.Crazy;97.00;275.74;-96.34;82.46;-8.00
90;ScannedRobot;MyRobot.Nabucodonosor*;96.40;0.08;299.55;31.89;299.55;8.00;sample.Crazy;97.00;283.03;-94.84;86.46;-8.00
91;ScannedRobot;MyRobot.Nabucodonosor*;96.40;0.00;297.05;27.89;297.05;8.00;sample.Crazy;97.00;290.54;-93.13;90.46;-8.00
92;ScannedRobot;MyRobot.Nabucodonosor*;94.20;1.34;294.77;23.89;294.77;8.00;sample.Crazy;97.00;298.11;-91.20;94.46;-8.00
93;ScannedRobot;MyRobot.Nabucodonosor*;94.20;1.24;292.69;19.89;292.69;8.00;sample.Crazy;97.00;305.64;-89.06;98.46;-8.00
94;ScannedRobot;MyRobot.Nabucodonosor*;94.20;1.14;290.83;15.89;290.83;8.00;sample.Crazy;97.00;313.00;-86.74;102.46;-8.00
95;ScannedRobot;MyRobot.Nabucodonosor*;94.20;1.04;289.16;11.89;289.16;8.00;sample.Crazy;97.00;320.09;-84.22;106.46;-8.00
96;ScannedRobot;MyRobot.Nabucodonosor*;94.20;0.94;287.67;7.89;287.67;8.00;sample.Crazy;96.00;326.80;-81.54;110.46;-8.00
97;ScannedRobot;MyRobot.Nabucodonosor*;94.20;0.84;286.35;6.35;286.35;8.00;sample.Crazy;96.00;333.40;-81.16;114.46;-8.00
98;ScannedRobot;MyRobot.Nabucodonosor*;94.20;0.74;285.19;5.19;285.19;8.00;sample.Crazy;96.00;339.85;-81.02;118.46;-8.00
99;ScannedRobot;MyRobot.Nabucodonosor*;94.20;0.64;284.18;4.18;284.18;8.00;sample.Crazy;96.00;346.10;-80.89;122.46;-8.00
100;ScannedRobot;MyRobot.Nabucodonosor*;94.20;0.54;283.29;3.29;283.29;8.00;sample.Crazy;96.00;352.26;-80.83;123.46;-8.00
101;ScannedRobot;MyRobot.Nabucodonosor*;94.20;0.44;282.45;2.45;282.45;8.00;sample.Crazy;96.00;356.35;-80.86;127.46;-6.00
102;ScannedRobot;MyRobot.Nabucodonosor*;94.20;0.34;281.59;1.59;281.59;8.00;sample.Crazy;96.00;358.42;-80.93;132.96;-4.00
103;ScannedRobot;MyRobot.Nabucodonosor*;94.20;0.24;280.67;0.67;280.67;8.00;sample.Crazy;96.00;358.64;-81.06;139.96;-2.00
104;ScannedRobot;MyRobot.Nabucodonosor*;94.20;0.14;279.61;359.61;279.61;8.00;sample.Crazy;96.00;357.34;-81.26;148.46;0.00
105;ScannedRobot;MyRobot.Nabucodonosor*;94.20;0.04;278.35;358.35;278.35;8.00;sample.Crazy;96.00;355.56;-81.41;158.46;1.00
106;ScannedRobot;MyRobot.Nabucodonosor*;94.20;0.00;276.94;356.94;276.94;8.00;sample.Crazy;96.00;353.64;-81.58;167.71;2.00
107;ScannedRobot;MyRobot.Nabucodonosor*;91.91;1.36;275.36;355.36;275.36;8.00;sample.Crazy;96.00;351.95;-81.77;176.21;3.00
108;ScannedRobot;MyRobot.Nabucodonosor*;91.91;1.26;273.59;353.59;273.59;8.00;sample.Crazy;96.00;350.78;-81.94;183.96;4.00
109;ScannedRobot;MyRobot.Nabucodonosor*;91.91;1.16;271.65;351.65;271.65;8.00;sample.Crazy;96.00;350.44;-82.10;190.96;5.00
110;ScannedRobot;MyRobot.Nabucodonosor*;91.91;1.06;269.56;349.56;269.56;8.00;sample.Crazy;96.00;351.13;-82.22;197.21;6.00
111;ScannedRobot;MyRobot.Nabucodonosor*;91.91;0.96;267.34;347.34;267.34;8.00;sample.Crazy;96.00;353.03;-82.31;202.71;7.00
112;ScannedRobot;MyRobot.Nabucodonosor*;91.91;0.86;265.03;345.03;265.03;8.00;sample.Crazy;96.00;356.23;-82.35;207.46;8.00
113;ScannedRobot;MyRobot.Nabucodonosor*;91.91;0.76;262.68;342.68;262.68;8.00;sample.Crazy;96.00;360.13;-82.25;211.46;8.00
114;ScannedRobot;MyRobot.Nabucodonosor*;91.91;0.66;260.43;340.43;260.43;8.00;sample.Crazy;96.00;364.46;-82.16;213.46;8.00
115;ScannedRobot;MyRobot.Nabucodonosor*;91.91;0.56;258.27;338.27;258.27;6.00;sample.Crazy;96.00;368.88;-81.85;209.46;8.00
116;ScannedRobot;MyRobot.Nabucodonosor*;91.91;0.46;256.42;343.77;256.42;4.00;sample.Crazy;96.00;373.87;-88.92;205.46;8.00
117;ScannedRobot;MyRobot.Nabucodonosor*;91.91;0.36;254.85;350.77;254.85;2.00;sample.Crazy;96.00;378.94;-97.19;201.46;8.00
118;ScannedRobot;MyRobot.Nabucodonosor*;91.91;0.26;253.58;353.58;253.58;-0.00;sample.Crazy;96.00;383.46;-100.99;197.46;8.00
119;ScannedRobot;MyRobot.Nabucodonosor*;91.91;0.16;252.59;352.59;252.59;-1.00;sample.Crazy;96.00;387.44;-100.87;193.46;8.00
120;ScannedRobot;MyRobot.Nabucodonosor*;91.91;0.06;251.72;351.72;251.72;-2.00;sample.Crazy;96.00;390.85;-100.75;189.46;8.00
121;ScannedRobot;MyRobot.Nabucodonosor*;91.91;0.00;250.97;350.97;250.97;-3.00;sample.Crazy;96.00;393.67;-100.63;185.46;8.00
122;ScannedRobot;MyRobot.Nabucodonosor*;89.30;1.42;250.34;350.34;250.34;-4.00;sample.Crazy;96.00;395.87;-100.51;181.46;8.00
123;ScannedRobot;MyRobot.Nabucodonosor*;89.30;1.32;249.83;349.83;249.83;-5.00;sample.Crazy;96.00;397.43;-100.39;177.46;8.00
124;ScannedRobot;MyRobot.Nabucodonosor*;89.30;1.22;249.44;349.44;249.44;-6.00;sample.Crazy;96.00;398.33;-100.27;173.46;8.00
125;ScannedRobot;MyRobot.Nabucodonosor*;89.30;1.12;249.18;349.18;249.18;-7.00;sample.Crazy;96.00;398.55;-100.14;169.46;8.00
126;ScannedRobot;MyRobot.Nabucodonosor*;89.30;1.02;249.04;349.04;249.04;-8.00;sample.Crazy;96.00;398.06;-100.01;165.46;8.00
127;ScannedRobot;MyRobot.Nabucodonosor*;89.30;0.92;249.03;349.03;249.03;-8.00;sample.Crazy;96.00;397.01;-100.02;161.46;8.00
128;ScannedRobot;MyRobot.Nabucodonosor*;89.30;0.82;249.01;349.01;249.01;-8.00;sample.Crazy;96.00;395.40;-100.02;157.46;8.00
129;ScannedRobot;MyRobot.Nabucodonosor*;89.30;0.72;248.99;348.99;248.99;-8.00;sample.Crazy;96.00;393.24;-100.01;153.46;8.00
130;ScannedRobot;MyRobot.Nabucodonosor*;89.30;0.62;248.98;348.98;248.98;-8.00;sample.Crazy;96.00;390.53;-100.00;149.46;8.00
131;ScannedRobot;MyRobot.Nabucodonosor*;89.30;0.52;248.98;348.98;248.98;-8.00;sample.Crazy;96.00;387.27;-99.99;145.46;8.00
132;ScannedRobot;MyRobot.Nabucodonosor*;89.30;0.42;248.99;348.99;248.99;-8.00;sample.Crazy;96.00;383.47;-99.96;141.46;8.00
133;ScannedRobot;MyRobot.Nabucodonosor*;89.30;0.32;249.03;349.03;249.03;-8.00;sample.Crazy;96.00;379.14;-99.93;137.46;8.00
134;ScannedRobot;MyRobot.Nabucodonosor*;89.30;0.22;249.10;349.10;249.10;-8.00;sample.Crazy;96.00;374.29;-99.90;133.46;8.00
135;ScannedRobot;MyRobot.Nabucodonosor*;89.30;0.12;249.20;349.20;249.20;-8.00;sample.Crazy;96.00;368.94;-99.86;129.46;8.00
136;ScannedRobot;MyRobot.Nabucodonosor*;89.30;0.02;249.34;349.34;249.34;-8.00;sample.Crazy;96.00;363.09;-99.80;125.46;8.00
137;ScannedRobot;MyRobot.Nabucodonosor*;89.30;0.00;249.54;349.54;249.54;-8.00;sample.Crazy;96.00;356.77;-99.75;121.46;8.00
138;ScannedRobot;MyRobot.Nabucodonosor*;86.35;1.49;249.79;349.79;249.79;-8.00;sample.Crazy;96.00;350.00;-99.68;117.46;8.00
139;ScannedRobot;MyRobot.Nabucodonosor*;86.35;1.39;250.11;350.11;250.11;-8.00;sample.Crazy;96.00;342.80;-99.60;113.46;8.00
140;ScannedRobot;MyRobot.Nabucodonosor*;86.35;1.29;250.51;350.51;250.51;-8.00;sample.Crazy;96.00;335.21;-99.51;109.46;8.00
141;ScannedRobot;MyRobot.Nabucodonosor*;86.35;1.19;251.00;351.00;251.00;-8.00;sample.Crazy;96.00;327.24;-99.41;105.46;8.00
142;ScannedRobot;MyRobot.Nabucodonosor*;86.35;1.09;251.59;351.59;251.59;-8.00;sample.Crazy;96.00;318.94;-99.30;101.46;8.00
143;ScannedRobot;MyRobot.Nabucodonosor*;86.35;0.99;252.29;352.29;252.29;-8.00;sample.Crazy;96.00;310.34;-99.17;97.46;8.00
144;ScannedRobot;MyRobot.Nabucodonosor*;86.35;0.89;253.11;353.11;253.11;-8.00;sample.Crazy;96.00;301.49;-99.03;93.46;8.00
145;ScannedRobot;MyRobot.Nabucodonosor*;86.35;0.79;254.08;354.08;254.08;-8.00;sample.Crazy;96.00;292.45;-98.87;89.46;8.00
146;ScannedRobot;MyRobot.Nabucodonosor*;86.35;0.69;255.21;355.21;255.21;-8.00;sample.Crazy;96.00;283.26;-98.69;85.46;8.00
147;ScannedRobot;MyRobot.Nabucodonosor*;86.35;0.59;256.51;356.51;256.51;-8.00;sample.Crazy;96.00;273.99;-98.50;81.46;8.00
148;ScannedRobot;MyRobot.Nabucodonosor*;86.35;0.49;258.02;358.02;258.02;-8.00;sample.Crazy;95.00;264.72;-98.28;77.46;8.00
149;ScannedRobot;MyRobot.Nabucodonosor*;86.35;0.39;259.74;359.74;259.74;-8.00;sample.Crazy;95.00;255.53;-98.04;73.46;8.00
150;ScannedRobot;MyRobot.Nabucodonosor*;86.35;0.29;261.70;1.70;261.70;-8.00;sample.Crazy;95.00;246.51;-97.77;69.46;8.00
151;ScannedRobot;MyRobot.Nabucodonosor*;86.35;0.19;263.93;3.93;263.93;-8.00;sample.Crazy;95.00;237.76;-97.49;65.46;8.00
152;ScannedRobot;MyRobot.Nabucodonosor*;86.35;0.09;266.44;6.44;266.44;-8.00;sample.Crazy;95.00;229.40;-97.19;61.46;8.00
153;ScannedRobot;MyRobot.Nabucodonosor*;86.35;0.00;269.25;9.25;269.25;-8.00;sample.Crazy;95.00;221.54;-96.87;57.46;8.00
154;ScannedRobot;MyRobot.Nabucodonosor*;84.30;1.31;272.38;12.38;272.38;-8.00;sample.Crazy;95.00;214.31;-96.55;53.46;8.00
155;ScannedRobot;MyRobot.Nabucodonosor*;84.30;1.21;275.83;15.83;275.83;-8.00;sample.Crazy;95.00;207.85;-96.23;49.46;8.00
156;ScannedRobot;MyRobot.Nabucodonosor*;84.30;1.11;279.60;19.60;279.60;-8.00;sample.Crazy;95.00;202.29;-95.93;45.46;8.00
157;ScannedRobot;MyRobot.Nabucodonosor*;84.30;1.01;283.67;23.60;283.67;-8.00;sample.Crazy;95.00;197.75;-95.59;41.46;8.00
158;ScannedRobot;MyRobot.Nabucodonosor*;84.30;0.91;288.01;27.60;288.01;-8.00;sample.Crazy;95.00;194.36;-95.04;37.46;8.00
159;ScannedRobot;MyRobot.Nabucodonosor*;84.30;0.81;292.56;31.60;292.56;-8.00;sample.Crazy;95.00;192.24;-94.34;33.46;8.00
160;ScannedRobot;MyRobot.Nabucodonosor*;84.30;0.71;297.27;35.60;297.27;-8.00;sample.Crazy;95.00;190.32;-93.58;37.46;8.00
161;ScannedRobot;MyRobot.Nabucodonosor*;84.30;0.61;302.02;39.60;302.02;-8.00;sample.Crazy;95.00;188.62;-92.76;41.46;8.00
162;ScannedRobot;MyRobot.Nabucodonosor*;84.30;0.51;306.84;43.60;306.84;-8.00;sample.Crazy;95.00;187.15;-91.91;45.46;8.00
163;ScannedRobot;MyRobot.Nabucodonosor*;84.30;0.41;311.70;47.60;311.70;-8.00;sample.Crazy;95.00;185.92;-91.00;49.46;8.00
164;ScannedRobot;MyRobot.Nabucodonosor*;84.30;0.31;316.60;51.60;316.60;-8.00;sample.Crazy;95.00;184.95;-90.07;53.46;8.00
165;ScannedRobot;MyRobot.Nabucodonosor*;84.30;0.21;321.53;55.60;321.53;-8.00;sample.Crazy;95.00;184.25;-89.11;57.46;8.00
166;ScannedRobot;MyRobot.Nabucodonosor*;84.30;0.11;326.49;59.60;326.49;-8.00;sample.Crazy;95.00;183.82;-88.13;61.46;8.00
167;ScannedRobot;MyRobot.Nabucodonosor*;84.30;0.01;331.47;63.60;331.47;-8.00;sample.Crazy;95.00;183.66;-87.14;65.46;8.00
168;ScannedRobot;MyRobot.Nabucodonosor*;84.30;0.00;336.46;67.60;336.46;-8.00;sample.Crazy;95.00;183.78;-86.15;69.46;8.00
169;ScannedRobot;MyRobot.Nabucodonosor*;84.30;0.00;341.46;71.60;341.46;-8.00;sample.Crazy;95.00;184.17;-85.16;73.46;8.00
170;ScannedRobot;MyRobot.Nabucodonosor*;84.30;0.00;346.44;75.60;346.44;-8.00;sample.Crazy;95.00;184.84;-84.20;77.46;8.00
171;ScannedRobot;MyRobot.Nabucodonosor*;84.30;0.00;351.40;79.60;351.40;-8.00;sample.Crazy;95.00;185.77;-83.26;81.46;8.00
172;ScannedRobot;MyRobot.Nabucodonosor*;84.30;0.00;356.34;83.60;356.34;-8.00;sample.Crazy;95.00;186.97;-82.35;85.46;8.00
173;ScannedRobot;MyRobot.Nabucodonosor*;84.30;0.00;1.25;87.60;1.25;-8.00;sample.Crazy;95.00;188.40;-81.49;89.46;8.00
174;ScannedRobot;MyRobot.Nabucodonosor*;84.30;0.00;6.11;91.60;6.11;-8.00;sample.Crazy;95.00;190.07;-80.67;93.46;8.00
175;ScannedRobot;MyRobot.Nabucodonosor*;84.30;0.00;10.93;95.60;10.93;-8.00;sample.Crazy;95.00;191.96;-79.90;97.46;8.00
176;ScannedRobot;MyRobot.Nabucodonosor*;84.30;0.00;15.70;99.60;15.70;-8.00;sample.Crazy;95.00;194.06;-79.19;101.46;8.00
177;ScannedRobot;MyRobot.Nabucodonosor*;84.30;0.00;20.41;103.60;20.41;-8.00;sample.Crazy;95.00;196.34;-78.54;105.46;8.00
178;ScannedRobot;MyRobot.Nabucodonosor*;84.30;0.00;25.06;107.60;25.06;-8.00;sample.Crazy;95.00;198.80;-77.96;109.46;8.00
179;ScannedRobot;MyRobot.Nabucodonosor*;84.30;0.00;29.64;111.60;29.64;-8.00;sample.Crazy;95.00;201.41;-77.44;113.46;8.00
180;ScannedRobot;MyRobot.Nabucodonosor*;84.30;0.00;34.16;115.60;34.16;-8.00;sample.Crazy;95.00;204.15;-76.98;117.46;8.00
181;ScannedRobot;MyRobot.Nabucodonosor*;84.30;0.00;38.62;119.60;38.62;-8.00;sample.Crazy;95.00;207.00;-76.59;121.46;8.00
