Time;Event;Name;MyEnergie;MyGunHeat;MyGunHeading;MyHeading;MyRadarHeading;MyVelocity;EnemyName;Energy;Distance;Bearing;Heading;Velocity
872;ScannedRobot;MyRobot.Nabucodonosor*;22.19;0.67;224.42;324.42;224.42;-8.00;sample.Crazy;5.30;256.23;-96.74;347.46;8.00
873;ScannedRobot;MyRobot.Nabucodonosor*;22.19;0.57;227.68;327.68;227.68;-8.00;sample.Crazy;5.30;250.81;-96.68;351.46;8.00
874;ScannedRobot;MyRobot.Nabucodonosor*;22.19;0.47;231.01;331.01;231.01;-8.00;sample.Crazy;5.30;245.32;-96.62;355.46;8.00
875;ScannedRobot;MyRobot.Nabucodonosor*;22.19;0.37;234.39;334.39;234.39;-8.00;sample.Crazy;5.30;239.77;-96.55;359.46;8.00
876;ScannedRobot;MyRobot.Nabucodonosor*;22.19;0.27;237.84;337.84;237.84;-8.00;sample.Crazy;5.30;234.16;-96.48;3.46;8.00
877;ScannedRobot;MyRobot.Nabucodonosor*;22.19;0.17;241.36;341.36;241.36;-8.00;sample.Crazy;5.30;228.51;-96.40;7.46;8.00
878;ScannedRobot;MyRobot.Nabucodonosor*;22.19;0.07;244.96;344.96;244.96;-8.00;sample.Crazy;5.30;222.82;-96.32;11.46;8.00
879;ScannedRobot;MyRobot.Nabucodonosor*;22.19;0.00;248.64;348.64;248.64;-8.00;sample.Crazy;5.30;217.11;-96.23;15.46;8.00
880;ScannedRobot;MyRobot.Nabucodonosor*;20.45;1.25;252.41;352.41;252.41;-8.00;sample.Crazy;5.30;211.38;-96.13;19.46;8.00
881;ScannedRobot;MyRobot.Nabucodonosor*;20.45;1.15;256.28;356.28;256.28;-8.00;sample.Crazy;5.30;205.65;-96.03;23.46;8.00
882;ScannedRobot;MyRobot.Nabucodonosor*;20.45;1.05;260.25;0.25;260.25;-8.00;sample.Crazy;5.30;199.93;-95.91;27.46;8.00
883;ScannedRobot;MyRobot.Nabucodonosor*;20.45;0.95;264.34;4.25;264.34;-8.00;sample.Crazy;5.30;194.25;-95.70;31.46;8.00
884;ScannedRobot;MyRobot.Nabucodonosor*;20.45;0.85;268.55;8.25;268.55;-8.00;sample.Crazy;5.30;188.64;-95.36;35.46;8.00
885;ScannedRobot;MyRobot.Nabucodonosor*;20.45;0.75;272.89;12.25;272.89;-8.00;sample.Crazy;5.30;183.13;-94.88;39.46;8.00
886;ScannedRobot;MyRobot.Nabucodonosor*;20.45;0.65;277.38;16.25;277.38;-8.00;sample.Crazy;5.30;177.77;-94.24;43.46;8.00
887;ScannedRobot;MyRobot.Nabucodonosor*;20.45;0.55;282.01;20.25;282.01;-8.00;sample.Crazy;5.30;172.58;-93.44;47.46;8.00
888;ScannedRobot;MyRobot.Nabucodonosor*;20.45;0.45;286.81;24.25;286.81;-8.00;sample.Crazy;5.30;167.63;-92.48;51.46;8.00
889;ScannedRobot;MyRobot.Nabucodonosor*;20.45;0.35;291.78;28.25;291.78;-8.00;sample.Crazy;5.30;162.94;-91.33;55.46;8.00
890;ScannedRobot;MyRobot.Nabucodonosor*;20.45;0.25;296.92;32.25;296.92;-8.00;sample.Crazy;5.30;158.58;-90.01;59.46;8.00
891;ScannedRobot;MyRobot.Nabucodonosor*;20.45;0.15;302.24;36.25;302.24;-8.00;sample.Crazy;5.30;154.59;-88.51;63.46;8.00
892;ScannedRobot;MyRobot.Nabucodonosor*;20.45;0.05;307.74;40.25;307.74;-8.00;sample.Crazy;5.30;151.01;-86.83;67.46;8.00
893;ScannedRobot;MyRobot.Nabucodonosor*;20.45;0.00;313.42;44.25;313.42;-8.00;sample.Crazy;5.30;147.90;-84.99;71.46;8.00
894;ScannedRobot;MyRobot.Nabucodonosor*;20.45;0.00;319.27;48.25;319.27;-8.00;sample.Crazy;5.30;145.31;-82.99;75.46;8.00
895;ScannedRobot;MyRobot.Nabucodonosor*;20.45;0.00;325.26;52.25;325.26;-8.00;sample.Crazy;5.30;143.27;-80.87;79.46;8.00
896;ScannedRobot;MyRobot.Nabucodonosor*;20.45;0.00;331.39;56.25;331.39;-8.00;sample.Crazy;5.30;141.81;-78.64;83.46;8.00
897;ScannedRobot;MyRobot.Nabucodonosor*;20.45;0.00;337.61;60.25;337.61;-8.00;sample.Crazy;5.30;140.97;-76.34;87.46;8.00
898;ScannedRobot;MyRobot.Nabucodonosor*;20.45;0.00;343.91;64.25;343.91;-8.00;sample.Crazy;5.30;140.76;-74.02;91.46;8.00
899;ScannedRobot;MyRobot.Nabucodonosor*;20.45;0.00;350.24;68.25;350.24;-8.00;sample.Crazy;5.30;141.17;-71.69;95.46;8.00
900;ScannedRobot;MyRobot.Nabucodonosor*;20.45;0.00;356.56;72.25;356.56;-8.00;sample.Crazy;5.30;142.22;-69.42;99.46;8.00
901;ScannedRobot;MyRobot.Nabucodonosor*;20.45;0.00;2.84;76.25;2.84;-8.00;sample.Crazy;5.30;143.87;-67.22;103.46;8.00
902;ScannedRobot;MyRobot.Nabucodonosor*;20.45;0.00;9.03;80.25;9.03;-8.00;sample.Crazy;5.30;146.09;-65.13;107.46;8.00
903;ScannedRobot;MyRobot.Nabucodonosor*;20.45;0.00;15.12;84.25;15.12;-8.00;sample.Crazy;5.30;148.86;-63.19;111.46;8.00
904;ScannedRobot;MyRobot.Nabucodonosor*;20.45;0.00;21.07;88.25;21.07;-8.00;sample.Crazy;5.30;152.12;-61.39;115.46;8.00
905;ScannedRobot;MyRobot.Nabucodonosor*;20.45;0.00;26.86;92.25;26.86;-8.00;sample.Crazy;5.30;155.84;-59.77;119.46;8.00
906;ScannedRobot;MyRobot.Nabucodonosor*;20.45;0.00;32.48;96.25;32.48;-8.00;sample.Crazy;5.30;159.96;-58.33;123.46;8.00
907;ScannedRobot;MyRobot.Nabucodonosor*;20.45;0.00;37.92;100.25;37.92;-8.00;sample.Crazy;5.30;164.43;-57.07;127.46;8.00
908;ScannedRobot;MyRobot.Nabucodonosor*;20.45;0.00;43.19;104.25;43.19;-8.00;sample.Crazy;5.30;169.21;-55.98;131.46;8.00
909;ScannedRobot;MyRobot.Nabucodonosor*;20.45;0.00;48.27;108.25;48.27;-8.00;sample.Crazy;5.30;174.24;-55.07;135.46;8.00
910;ScannedRobot;MyRobot.Nabucodonosor*;20.45;0.00;53.18;112.25;53.18;-8.00;sample.Crazy;5.30;179.49;-54.33;139.46;8.00
911;ScannedRobot;MyRobot.Nabucodonosor*;20.45;0.00;57.93;116.25;57.93;-8.00;sample.Crazy;5.30;184.90;-53.74;143.46;8.00
912;ScannedRobot;MyRobot.Nabucodonosor*;20.45;0.00;62.51;120.25;62.51;-8.00;sample.Crazy;5.30;190.45;-53.30;147.46;8.00
913;ScannedRobot;MyRobot.Nabucodonosor*;20.45;0.00;66.95;124.25;66.95;-8.00;sample.Crazy;5.30;196.09;-53.00;151.46;8.00
914;ScannedRobot;MyRobot.Nabucodonosor*;20.45;0.00;71.25;128.25;71.25;-6.00;sample.Crazy;5.30;200.58;-53.29;155.46;8.00
915;ScannedRobot;MyRobot.Nabucodonosor*;18.61;1.27;74.96;133.75;74.96;-4.00;sample.Crazy;5.30;203.74;-55.59;159.46;8.00
916;ScannedRobot;MyRobot.Nabucodonosor*;18.61;1.17;78.17;140.75;78.17;-2.00;sample.Crazy;5.30;205.55;-59.87;163.46;8.00
917;ScannedRobot;MyRobot.Nabucodonosor*;18.61;1.07;80.88;149.25;80.88;0.00;sample.Crazy;5.30;206.18;-66.15;167.46;8.00
918;ScannedRobot;MyRobot.Nabucodonosor*;18.61;0.97;83.10;159.25;83.10;1.00;sample.Crazy;5.30;206.29;-74.20;171.46;8.00
919;ScannedRobot;MyRobot.Nabucodonosor*;18.61;0.87;85.06;165.06;85.06;2.00;sample.Crazy;5.30;205.97;-78.32;175.46;8.00
920;ScannedRobot;MyRobot.Nabucodonosor*;18.61;0.77;86.73;166.73;86.73;3.00;sample.Crazy;5.30;205.13;-78.59;179.46;8.00
921;ScannedRobot;MyRobot.Nabucodonosor*;18.61;0.67;88.14;168.14;88.14;4.00;sample.Crazy;5.30;203.74;-78.87;183.46;8.00
922;ScannedRobot;MyRobot.Nabucodonosor*;18.61;0.57;89.27;169.27;89.27;5.00;sample.Crazy;5.30;201.75;-79.15;187.46;8.00
923;ScannedRobot;MyRobot.Nabucodonosor*;18.61;0.47;90.12;170.12;90.12;6.00;sample.Crazy;5.30;199.14;-79.44;191.46;8.00
924;ScannedRobot;MyRobot.Nabucodonosor*;18.61;0.37;90.68;170.68;90.68;7.00;sample.Crazy;5.30;195.89;-79.75;195.46;8.00
925;ScannedRobot;MyRobot.Nabucodonosor*;18.61;0.27;90.93;170.93;90.93;8.00;sample.Crazy;5.30;191.96;-80.09;199.46;8.00
926;ScannedRobot;MyRobot.Nabucodonosor*;18.61;0.17;90.84;170.84;90.84;8.00;sample.Crazy;5.30;187.49;-80.15;203.46;8.00
927;ScannedRobot;MyRobot.Nabucodonosor*;18.61;0.07;90.69;170.69;90.69;8.00;sample.Crazy;5.30;182.50;-80.23;207.46;8.00
928;ScannedRobot;MyRobot.Nabucodonosor*;18.61;0.00;90.46;170.46;90.46;8.00;sample.Crazy;5.30;176.99;-80.33;211.46;8.00
929;ScannedRobot;MyRobot.Nabucodonosor*;15.61;1.50;90.13;170.13;90.13;8.00;sample.Crazy;5.30;171.21;-80.40;213.46;8.00
930;ScannedRobot;MyRobot.Nabucodonosor*;15.61;1.40;89.73;169.73;89.73;8.00;sample.Crazy;5.30;165.85;-80.32;209.46;8.00
931;ScannedRobot;MyRobot.Nabucodonosor*;15.61;1.30;89.40;169.40;89.40;8.00;sample.Crazy;5.30;160.95;-80.25;205.46;8.00
932;ScannedRobot;MyRobot.Nabucodonosor*;15.61;1.20;89.16;169.16;89.16;8.00;sample.Crazy;5.30;156.53;-80.17;201.46;8.00
933;ScannedRobot;MyRobot.Nabucodonosor*;15.61;1.10;88.98;168.98;88.98;8.00;sample.Crazy;5.30;152.60;-80.11;197.46;8.00
934;ScannedRobot;MyRobot.Nabucodonosor*;15.61;1.00;88.87;168.87;88.87;8.00;sample.Crazy;5.30;149.20;-80.05;193.46;8.00
935;ScannedRobot;MyRobot.Nabucodonosor*;15.61;0.90;88.82;168.82;88.82;8.00;sample.Crazy;5.30;146.33;-80.01;189.46;8.00
936;ScannedRobot;MyRobot.Nabucodonosor*;15.61;0.80;88.81;168.81;88.81;8.00;sample.Crazy;5.30;144.02;-79.97;185.46;8.00
937;ScannedRobot;MyRobot.Nabucodonosor*;15.61;0.70;88.84;168.84;88.84;8.00;sample.Crazy;5.30;142.26;-79.95;181.46;8.00
938;ScannedRobot;MyRobot.Nabucodonosor*;15.61;0.60;88.89;168.89;88.89;8.00;sample.Crazy;5.30;141.07;-79.95;177.46;8.00
939;ScannedRobot;MyRobot.Nabucodonosor*;15.61;0.50;88.94;168.94;88.94;8.00;sample.Crazy;5.30;140.44;-79.97;173.46;8.00
940;ScannedRobot;MyRobot.Nabucodonosor*;15.61;0.40;88.97;168.97;88.97;8.00;sample.Crazy;5.30;140.38;-80.00;169.46;8.00
941;ScannedRobot;MyRobot.Nabucodonosor*;15.61;0.30;88.97;168.97;88.97;8.00;sample.Crazy;5.30;140.86;-80.04;165.46;8.00
942;ScannedRobot;MyRobot.Nabucodonosor*;15.61;0.20;88.93;168.93;88.93;8.00;sample.Crazy;5.30;141.87;-80.10;161.46;8.00
943;ScannedRobot;MyRobot.Nabucodonosor*;15.61;0.10;88.83;168.83;88.83;8.00;sample.Crazy;5.30;143.40;-80.17;157.46;8.00
944;ScannedRobot;MyRobot.Nabucodonosor*;15.61;0.00;88.66;168.66;88.66;8.00;sample.Crazy;5.30;145.41;-80.25;153.46;8.00
945;ScannedRobot;MyRobot.Nabucodonosor*;12.61;1.50;88.41;168.41;88.41;8.00;sample.Crazy;5.30;147.90;-80.34;149.46;8.00
946;ScannedRobot;MyRobot.Nabucodonosor*;12.61;1.40;88.07;168.07;88.07;8.00;sample.Crazy;5.30;150.83;-80.43;145.46;8.00
947;ScannedRobot;MyRobot.Nabucodonosor*;12.61;1.30;87.64;167.64;87.64;8.00;sample.Crazy;5.30;154.16;-80.53;141.46;8.00
948;ScannedRobot;MyRobot.Nabucodonosor*;12.61;1.20;87.11;167.11;87.11;8.00;sample.Crazy;5.30;157.89;-80.62;137.46;8.00
949;ScannedRobot;MyRobot.Nabucodonosor*;12.61;1.10;86.49;166.49;86.49;8.00;sample.Crazy;5.30;161.97;-80.72;133.46;8.00
950;ScannedRobot;MyRobot.Nabucodonosor*;12.61;1.00;85.77;165.77;85.77;6.00;sample.Crazy;5.30;166.71;-80.13;129.46;8.00
951;ScannedRobot;MyRobot.Nabucodonosor*;12.61;0.90;85.64;171.27;85.64;4.00;sample.Crazy;5.30;172.56;-85.25;125.46;8.00
952;ScannedRobot;MyRobot.Nabucodonosor*;12.61;0.80;86.01;178.27;86.01;2.00;sample.Crazy;5.30;179.17;-91.41;121.46;8.00
953;ScannedRobot;MyRobot.Nabucodonosor*;12.61;0.70;86.86;186.77;86.86;-0.00;sample.Crazy;5.30;186.10;-98.66;117.46;8.00
954;ScannedRobot;MyRobot.Nabucodonosor*;12.61;0.60;88.11;188.11;88.11;-1.00;sample.Crazy;5.30;193.21;-98.69;113.46;8.00
955;ScannedRobot;MyRobot.Nabucodonosor*;12.61;0.50;89.42;189.42;89.42;-2.00;sample.Crazy;5.30;200.43;-98.65;109.46;8.00
956;ScannedRobot;MyRobot.Nabucodonosor*;12.61;0.40;90.77;190.77;90.77;-3.00;sample.Crazy;5.30;207.71;-98.63;105.46;8.00
957;ScannedRobot;MyRobot.Nabucodonosor*;12.61;0.30;92.14;192.14;92.14;-4.00;sample.Crazy;5.30;214.97;-98.60;101.46;8.00
958;ScannedRobot;MyRobot.Nabucodonosor*;12.61;0.20;93.54;193.54;93.54;-5.00;sample.Crazy;5.30;222.15;-98.59;97.46;8.00
959;ScannedRobot;MyRobot.Nabucodonosor*;12.61;0.10;94.95;194.95;94.95;-6.00;sample.Crazy;5.30;229.18;-98.57;93.46;8.00
960;ScannedRobot;MyRobot.Nabucodonosor*;12.61;0.00;96.38;196.38;96.38;-7.00;sample.Crazy;5.30;235.98;-98.56;89.46;8.00
961;ScannedRobot;MyRobot.Nabucodonosor*;9.77;1.47;97.82;197.82;97.82;-8.00;sample.Crazy;5.30;242.48;-98.54;85.46;8.00
962;ScannedRobot;MyRobot.Nabucodonosor*;9.77;1.37;99.27;199.27;99.27;-8.00;sample.Crazy;5.30;248.77;-98.75;81.46;8.00
963;ScannedRobot;MyRobot.Nabucodonosor*;9.77;1.27;100.52;200.52;100.52;-8.00;sample.Crazy;5.30;254.79;-98.93;77.46;8.00
964;ScannedRobot;MyRobot.Nabucodonosor*;9.77;1.17;101.59;201.59;101.59;-8.00;sample.Crazy;5.30;260.49;-99.10;73.46;8.00
965;ScannedRobot;MyRobot.Nabucodonosor*;9.77;1.07;102.49;202.49;102.49;-8.00;sample.Crazy;5.30;265.83;-99.24;69.46;8.00
966;ScannedRobot;MyRobot.Nabucodonosor*;9.77;0.97;103.25;203.25;103.25;-8.00;sample.Crazy;5.30;270.78;-99.37;65.46;8.00
967;ScannedRobot;MyRobot.Nabucodonosor*;9.77;0.87;103.88;203.88;103.88;-8.00;sample.Crazy;5.30;275.30;-99.48;61.46;8.00
968;ScannedRobot;MyRobot.Nabucodonosor*;9.77;0.77;104.40;204.40;104.40;-8.00;sample.Crazy;5.30;279.38;-99.58;57.46;8.00
969;ScannedRobot;MyRobot.Nabucodonosor*;9.77;0.67;104.82;204.82;104.82;-8.00;sample.Crazy;5.30;283.00;-99.67;53.46;8.00
970;ScannedRobot;MyRobot.Nabucodonosor*;9.77;0.57;105.15;205.15;105.15;-8.00;sample.Crazy;5.30;286.12;-99.75;49.46;8.00
971;ScannedRobot;MyRobot.Nabucodonosor*;9.77;0.47;105.40;205.40;105.40;-8.00;sample.Crazy;5.30;288.74;-99.81;45.46;8.00
972;ScannedRobot;MyRobot.Nabucodonosor*;9.77;0.37;105.59;205.59;105.59;-8.00;sample.Crazy;5.30;290.84;-99.87;41.46;8.00
973;ScannedRobot;MyRobot.Nabucodonosor*;9.77;0.27;105.72;205.72;105.72;-8.00;sample.Crazy;5.30;292.42;-99.91;37.46;8.00
